dokument_id,batch_id,tittel,oppsummering,personer,nokkelord,nyhetsverdi
354c6cf1-2b1c-53e8-bdba-274a5c98fa76,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Valg av representanter til Tromsøregionens interkommunale politiske råd,Kommunestyret har enstemmig vedtatt representanter og varamedlemmer til Tromsøregionens interkommunale politiske råd. Gunnar Wilhelmsen blir valgt som ordfører.,"Viljar Hanssen,Gunnar Wilhelmsen,Sigrid Bjørnhaug Hammer,Markus Akselbo,Barbara Vögele,Ann Sissel Enoksen","Kommunestyret,representantskap,Tromsøregionens interkommunale politiske råd,valg,enstemmig vedtak",85
310f34d5-0793-56cd-80e4-d85e9fe93477,batch_LLbPsZZBENCMrFtt4dfpCZyh,Klage på rammetillatelse avvist av Byrådet,"Byrådet har behandlet en klage angående utvidelse av veranda ved Krohnåsvegen 52, og har besluttet å opprettholde Fagetatens vedtak datert 28.05.2024. Klagen er ikke tatt til følge.","","Klage,Rammetillatelse,Veranda,Byrådet,Fagetatens vedtak",60
69ec1386-7727-5610-a57e-c1a974457cc2,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Valg av meddommere til Hålogaland lagmannsrett,Kommunestyret har vedtatt å velge meddommere til Hålogaland lagmannsrett med fokus på å få et mer representativt utvalg av befolkningen. Forslaget ble støttet av flertallet og vedtaket var enstemmig.,"Line Vatne,Hanne Stenvaag","meddommere,Hålogaland lagmannsrett,representativt utvalg,votering,kommunestyret",65
9f6dab3b-87c8-579c-a898-e6fcd63872fd,batch_LLbPsZZBENCMrFtt4dfpCZyh,Klage på byrådens vedtak om tillatelse til flytebrygge i Ytrebygda,"Byrådet har besluttet å opprettholde Byråd for byutvikling sitt vedtak datert 10.05.2024 om tillatelse til flytebrygge i Ytrebygda, til tross for klagen.",Byråd for byutvikling,"Ytrebygda,gnr 105,bnr 303,Mildevegen 62,klagebehandling,byrådens vedtak,tillatelse,flytebrygge",55
e9434824-63e0-5ba6-b798-65f55f66d130,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Valg av meddommere til Nord-Troms og Senja tingrett,Kommunestyret har vedtatt en utvelgelsesprosess for meddommere som sikrer en representativt utvalg av befolkningen i domstolene. Flertallet støttet forslaget om et mer representativt utvalg av meddommere.,"Line Vatne,Hanne Stenvaag","Kommunestyret,meddommere,representativt utvalg,domstoler,Nord-Troms,Senja tingrett",72
9a901669-42a3-54b7-a458-c23b838adb42,batch_LLbPsZZBENCMrFtt4dfpCZyh,Dispensasjonssak om oppføring av tomannsbolig på Tertnes,"Klagen fra naboen på byrådens vedtak om dispensasjon for oppføring av tomannsbolig på Åsane, gnr. 186, bnr. 1 på Sjøveien, Tertnes ble ikke tatt til følge. Byrådets vedtak datert 03.05.2024 opprettholdes.","","Åsane,gnr. 186,bnr. 1,Sjøveien,Tertnes,dispensasjon,tomannsbolig,klage,byrådens vedtak",60
61ffe8ee-a738-52a7-b9bb-2d97b8a70575,batch_LLbPsZZBENCMrFtt4dfpCZyh,Klage på dispensasjon for tomannsbolig i Åsane opprettholdt,"Byrådet har vedtatt å opprettholde byrådens dispensasjon for oppføring av tomannsbolig i Åsane, til tross for naboklage. Klagen er ikke tatt til følge.","","Åsane,gnr. 186,bnr. 1,Sjøveien,Tertnes,dispensasjon,tomannsbolig,naboklage,byrådens vedtak",65
8828e7b5-16ca-5b0f-97c2-e3b0f2f57159,batch_CANtipIDjXwIpmCGJNYkM65y,Bergen kommune inngår samarbeid med Lviv og avslutter avtalen med Dalian - Byrådets beslutninger,Byrådet i Bergen har besluttet å inngå en intensjonsavtale med den ukrainske byen Lviv om samarbeid på ulike områder. Samtidig har de bestemt å avslutte samarbeidsavtalen med den kinesiske byen Dalian. Beslutningene ble tatt under møtet den 22. august 2024.,"Christine B. Meyer,Reidar Digranes,Jacob Mæhle,Daniel C. E. Hägglund,Charlotte Spurkeland,Christine Kahrs,Marte Joan Monstad,Olaf Erlend Gundersen,Britt Nordgreen","Bergen kommune,Samarbeid,Lviv,Dalian,Ukraina,Kina,Byrådets beslutninger",85
43cbd98a-086c-5d50-9d35-a3269ee32062,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Tromsø kommune foreslår skjønnsmedlemmer for perioden 2025-2028,"Kommunestyret i Tromsø har vedtatt å foreslå skjønnsmedlemmer for perioden 2025-2028, som ble behandlet i møte 22.05.2024.",Line Vatne,"Tromsø kommune,skjønnsmedlemmer,2025-2028,Kommunestyret",65
c72ecfdc-dce6-50e2-9231-ecd1ae4fabf6,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Orientering om endelige vedtak i hovedutvalg og rådgivende organ i mai 2024,"Kommunestyret blir orientert om endelige vedtak fra hovedutvalg og rådgivende organ i mai 2024. Blant annet klager på beløpsstørrelser, akvakultursøknad og tilskuddsordninger blir behandlet. Det legges vekt på miljøvennlige prosjekter, frivillighetsarbeid og inkluderingstiltak. Forslag om tegnspråkgrupper for hørselshemmede elever vedtas også.","Line Vatne,Stig Tore Johnsen,Mari Enoksen Hult","kommunestyret,endelige vedtak,hovedutvalg,rådgivende organ,klager,miljøvennlige prosjekter,frivillighetsarbeid,inkluderingstiltak,tegnspråkgrupper,hørselshemmede elever",65
2d6cdf83-298d-5703-b2d9-b429ae1c401f,batch_CzLyq6aM8DxxhqaDYGXWpV4z,,"{
    ""summary_title"": ""Orientering om endelige vedtak i hovedutvalg og rådgivende organ i mai 2024"",
    ""summary_body"": ""Kommunestyret har mottatt orientering om endelige vedtak fattet i hovedutvalg og rådgivende organer i mai 2024. Vedtakene tas til orientering."",
    ""keywords"": [""Kommunestyret"", ""endelige vedtak"", ""hovedutvalg"", ""rådgivende organ"", ""mai 2024"", ""orientering""],
    ""persons_mentioned"": [""Line Vatne""],
    ""news_score "": ""65""
}",,,
0d99564a-0390-54e3-ad29-50bc1088688a,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Gratis barnehage ved Lakselvbukt barnehage - Representantforslag til kommunestyret,En representant har fremmet et forslag om å innføre gratis barnehageplasser ved Lakselvbukt barnehage som en del av et stedsutviklingsprosjekt for Ullsfjord. Bakgrunnen er distriktsutfordringer og behov for tiltak for å motvirke fraflytting og fremme befolkningsvekst. Forslaget er i tråd med tidligere vedtak om distriktsutvikling og fokus på det samiske barnehage- og skoletilbudet.,"Gunnar Wilhelmsen,Ann Sissel Enoksen,Espen Henriksen Harper","representantforslag,gratis barnehage,Lakselvbukt barnehage,stedsutviklingsprosjekt,Ullsfjord,distriktsutfordringer,samisk barnehage- og skoletilbud",70
e87f78cd-155b-59ab-86c9-dbcc52b1daf6,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Representantforslag om Gratis Barnehage Behandlet av Kommunestyret,Kommunestyret har enstemmig vedtatt et representantforslag om Gratis barnehage ved Lakselvbukt barnehage. Saken sendes nå videre til oppvekst- og utdanningsutvalget for behandling.,Espen Henriksen Harper,"Kommunestyret,Representantforslag,Gratis Barnehage,Lakselvbukt barnehage,Oppvekst- og utdanningsutvalget",65
736a8efd-083d-5599-9b5f-91bd0a3bc0ff,batch_CzLyq6aM8DxxhqaDYGXWpV4z,"Representantforslag fra Markus Akselbo om idrettshall til Reinen IL sendt til Miljø-, idrett-, kultur- og samfunnsutviklingsutvalget","Markus Akselbo har fremmet et representantforslag om etablering av en innendørs idrettshall for Reinen IL. Klubben har behov for en hall grunnet kapasitetsutfordringer, men har møtt motstand fra Tromsø kommune angående tomt. Dette forslaget skal behandles av Miljø-, idrett-, kultur- og samfunnsutviklingsutvalget.",Markus Akselbo,"Markus Akselbo,Reinen IL,idrettshall,Tromsø kommune,Miljø-, idrett-, kultur- og samfunnsutviklingsutvalget",70
264ec39c-7c56-5abd-981b-f76fc414702b,batch_CzLyq6aM8DxxhqaDYGXWpV4z,Representantforslag om Reinen IL sendt til videre behandling,"Kommunestyret har enstemmig vedtatt å sende representantforslaget om Reinen IL til Miljø-, idrett-, kultur- og samfunnsutviklingsutvalget for videre behandling.","Markus Akselbo,Espen Henriksen Harper","Kommunestyret,representantforslag,Reinen IL,vedtak,videre behandling",65
85244e8b-19d9-5cbb-8cf6-a1bd1232035a,batch_78moSgjbhdOitAdc3V1O6hBz,Innvilget midlertidig fritak for folkevalgt i Tromsø kommune,"Formannskapet i Tromsø kommune har innvilget Aleksander Johnsen midlertidig fritak fra sine verv som folkevalgt, etter søknad om fritak. Dette baserer seg på kommuneloven som sier at en folkevalgt kan fritas for vervet dersom det fører til vesentlig ulempe. Administrasjonen har dokumentert at vilkårene for fritak er oppfylt.","Rebekka Ringholm,Aleksander Johnsen,Mari Enoksen Hult,Gry Caroline Dons","Tromsø kommune,folkevalgt,fritak,Aleksander Johnsen,kommuneloven",75
52106cc3-f8c0-54b1-85c8-e4a368aa2358,batch_78moSgjbhdOitAdc3V1O6hBz,Fritak innvilget: Torgeir Knag Fylkesnes slipper verv som folkevalgt,Formannskapet har enstemmig vedtatt å innvilge Torgeir Knag Fylkesnes fritak fra verv som folkevalgt fra 20.02.2024 og ut stortingets valgperiode.,Torgeir Knag Fylkesnes,"fritak,Torgeir Knag Fylkesnes,Formannskapet,enstemmig vedtak",70
f79580cd-078e-5ab5-b682-2f7d143a4bf7,batch_78moSgjbhdOitAdc3V1O6hBz,Søknad om støtte til Nordområdevegen AS og 8. mars komiteen,"Tromsø kommune har mottatt søknad om støtte til Nordområdevegen AS for drift, utredninger og kommunikasjon, samt til 8. mars komiteen for markering av den internasjonale kvinnedagen. Kommunedirektøren legger saken frem uten innstilling til vedtak, og formannskapet må vurdere om det skal gis støtte fra disposisjonskontoen.","Mari Enoksen Hult,Gry Dons,Jonas Torgersen","Nordområdevegen AS,8. mars komiteen,støttesøknad,kommunedirektør,formannskapet",55
21edb8cc-b13a-56c7-a4ba-b86a7e39a0c0,batch_78moSgjbhdOitAdc3V1O6hBz,Støttebeslutninger og habilitetsvurderinger i Formannskapets møte,"Formannskapet har diskutert og vedtatt støtte til Nordområdevegen AS, 8. marskomiteen og Ukarina-markeringen. Habilitetsvurderinger ble gjort i forbindelse med beslutningene, og flere forslag ble enstemmig vedtatt.","Jonas Torgersen,Viljar Hanssen,Anne Berit Figenschau,Peder Gunnar Moe Joakimsen,Sigrid Bjørnhaug Hammer","Formannskapet,støtte,Nordområdevegen AS,8. marskomiteen,habilitet,vedtak",65
bec06ca0-f700-5952-9fd5-d3ed8068ec32,batch_CANtipIDjXwIpmCGJNYkM65y,Bergen kommune: Godkjenning av protokoll og samarbeidsavtaler med byene Lviv og Dalian,"Byrådsleders avdeling stab innkaller til møte med saker som skal sendes til bystyret. Protokollen fra forrige møte skal godkjennes, og det skal behandles samarbeidsavtaler med byene Lviv og Dalian.","","Bergen kommune,byrådsleders avdeling,protokoll,samarbeid,Lviv,Dalian",70
14564b4f-ff4e-522c-a41b-f233a8ceb9fa,batch_78moSgjbhdOitAdc3V1O6hBz,Ny legevakt: Formannskapet orientert om plassering,Formannskapet har mottatt informasjon om plasseringen av ny legevakt i møtet den 20.02.2024.,Jan Harald Fredheim,"legevakt,plassering,orientering,formannskapet",65
33030119-15ad-55af-aa46-28feb8a17f5a,batch_trgSsHZTS2RYZztC4CSlqdQz,Kommunedelplan for kulturmiljø 2023-2033 til offentlig ettersyn,"Kommune- og byutviklingsutvalget har vedtatt å legge Kommunedelplan for kulturmiljø 2023-2032 ut til offentlig ettersyn, med fokus på vektlegging av kulturhistoriske gatemiljøer i gatebruksplaner og utformingen av gater.","Bodil Ruud,Sigurd Salberg Pedersen","Kommunedelplan,Kulturmiljø,Offentlig ettersyn,Kulturhistoriske gatemiljøer,Gatebruksplaner",70
216c1238-9111-525f-a6c7-d71cc2359644,batch_MvMEeN8eQBbqZaUfz0bxdFUh,Formannskapet: Revidering av retningslinjer og viktige beslutninger på sakliste for møtet 12.03.2024,"Formannskapet skal behandle saker som omhandler revidering av kommunale retningslinjer for startlån og tilskudd, opprettelse av nytt fastlegekontor, fritak for eiendomsskatt, meddommerutvalget, serverings- og skjenkebevilling, støtte til Team Tromsø for Ukraina, nyvalg av Kommunalt råd for mennesker med nedsatt funksjonsevne, fritak fra verv som folkevalgt, kommunal lånegaranti og valg av varamedlemmer til styret i Tromsøbadet KF.",Nasra Ali Omar,"Formannskapet,revidering,retninglinjer,fastlegekontor,eiendomsskatt,meddommerutvalget,serveringsbevilling,støtte,nyvalg,fritak,lånegaranti,varamedlemmer,styret",85
345a559d-4c42-5bed-813e-1bffc2e3d6c4,batch_CANtipIDjXwIpmCGJNYkM65y,Bergen inngår intensjonsavtale med Lviv om samarbeid,"Byrådet i Bergen har behandlet saken om samarbeid med den ukrainske byen Lviv. De innstiller til bystyret å fatte vedtak om å inngå en intensjonsavtale på ett eller flere tematiske områder, som skal legges frem for bystyret før signering.","","Bergen,Lviv,Ukraina,samarbeid,intensjonsavtale,byrådet,bystyret",65
d9bf2edc-91d4-54f6-9900-1b2192ae6381,batch_MvMEeN8eQBbqZaUfz0bxdFUh,Revidering av kommunale retningslinjer for startlån og tilskudd i Tromsø kommune,"Formannskapet i Tromsø har vedtatt endringer i retningslinjene for startlån og tilskudd, blant annet innføring av livsløpslån for personer over 60 år og rentetak på utlån. Målet er å øke mulighetene for boligkjøp og sikre forutsigbarhet for søkerne.","Marianne Pleym,Sigrid Bjørnhaug Hammer","Formannskapet,Tromsø kommune,startlån,tilskudd,retningslinjer,livsløpslån,rentetak,boligkjøp",78
e93dbdc8-30f6-580e-b127-ec5b7f63d0c3,batch_MvMEeN8eQBbqZaUfz0bxdFUh,Opprettelse av nytt fastlegekontor i Tromsø Kommune,Formannskapet har enstemmig vedtatt avtalen om opprettelse av et nytt fastlegekontor i Stakkevollveien 41 i Tromsø kommune. En av representantene ble funnet inhabil under møtebehandlingen.,"Magne Nicolaisen,Anne Berit Figenschau","Formannskapet,nytt fastlegekontor,Tromsø kommune,leieavtale,oppstartsfasen,habilitet",65
