dokument_id,doc_type,kommune,tittel,url
7798819b-312a-545b-bd6f-f2a984913155,case_attachment,4601,"Tilleggsnotat - Årstad, Gnr. 13, Bnr. 1132, Sykkelvei fra Hagerupsvei til Mindemyren, Offentlig reguleringsplan",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11345604/Tilleggsnotat-Arstad-Gnr-13-Bnr-1132-Sykkelvei-fra-Hagerupsvei-til-Mindemyren-Offentlig-reguleringsplan
f301a366-d8f7-5cf3-8d91-ba919c7c686f,case_attachment,4601,Svar på skriftlig spørsmål nr. 82 fra Christian Haugen (FrP) til byrådet om arbeidsledighet - Utvalg for helse og sosial 2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11122887/Svar-pa-skriftlig-sporsmal-nr-82-fra-Christian-Haugen-FrP-til-byradet-om-arbeidsledighet-Utvalg-for-helse-og-sosial-2024
0b1a7c0c-f266-54ef-8788-7a8c1321c2ef,case_attachment,4601,Luktspredningsanalyse,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11665416/Luktspredningsanalyse
959b22b6-2b20-5c8d-b324-92e602189268,case_attachment,4601,Høringsnotat om rett til tannhelsehjelp for 25- til 28-åringer,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11680421/Horingsnotat-om-rett-til-tannhelsehjelp-for-25-til-28-aringer
b7f0d619-c671-5cf4-a6f4-f25ceabeb484,case_attachment,4601,"Anbefalinger ang. Seksuell helse, papirløse. 29.01.24.pdf",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10314935/Anbefalinger-ang-Seksuell-helse-papirlose-29-01-24-pdf
6fa637a9-9858-5395-b134-e8324ede079d,case_attachment,4601,Tegninger,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/5959392/Tegninger
2a090530-d6aa-51f3-876c-f51985552334,case_minutes,4601,"Saksprotokoll UMBY, 22082024, Sak 240/24, Innkomne svar på skriftlige spørsmål til utvalg for miljø og byutvikling 22.08.2024",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11035168/Innstilling-vedtak-Innkomne-svar-pa-skriftlige-sporsmal-til-utvalg-for-miljo-og-byutvikling-22-08-2024
cbbbb09e-d865-5d28-9a43-ea6f6df3f122,case_presentation,4601,Delegasjon av fullmakter til byrådet - bystyreperioden 2023 - 2027,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10752855/Framstilling-Delegasjon-av-fullmakter-til-byradet-bystyreperioden-2023-2027
d1b53dba-5441-5c07-b535-bf1d85fc21f7,case_presentation,5501,Søknad om serverings- og skjenkebevilling Mv Fjord Visjon,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001875918
cbb6f85d-a157-54f5-a1b8-75eb144214c2,case_attachment,5501,Risikoanalyse november 2024,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001928403
a88ef6a9-b20c-539c-ab8a-21a67b97a4b3,case_presentation,5501,Nytt permisjonsreglement for Tromsø kommune,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001747166
8bae0099-c3d6-5d41-9859-121b7e63f40f,case_attachment,4601,"TILLEGGSNOTAT til UMBY sak 24/24 Laksevåg, gnr 153 bnr 406 Herman Grans vei 46. Klage vedr. p-plasser, støttemur og terrengarbeid",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9696350/TILLEGGSNOTAT-til-UMBY-sak-24-24-Laksevag-gnr-153-bnr-406-Herman-Grans-vei-46-Klage-vedr-p-plasser-stottemur-og-terrengarbeid
df819fa6-5be9-5cf9-a4c3-3257990da35b,case_attachment,4601,"Normalprofil Sandsliåsen ved renovasjon (F002), datert 23.02.2024",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10661341/Normalprofil-Sandsliasen-ved-renovasjon-F002-datert-23-02-2024
111db512-e19b-5fa7-bad6-f6b4d4e00b4b,case_presentation,4601,Godkjenning av protokoll fra møte 24.04.2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10346850/Framstilling-Godkjenning-av-protokoll-fra-mote-24-04-2024
a5321912-a06d-593c-9ec1-c5277fbfc004,case_minutes,5501,Vedtak,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001739444
ab04061e-95d5-5646-b8b7-8476be3539cc,case_presentation,4601,Fana gnr 88 bnr 71 Smøråsvegen. Klagebehandling - klage på avslått søknad om oppføring av tomannsbolig,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10914052/Framstilling-Fana-gnr-88-bnr-71-Smorasvegen-Klagebehandling-klage-pa-avslatt-soknad-om-oppforing-av-tomannsbolig
a15ca087-f1c6-5e43-9b3f-83d147d45957,case_attachment,4601,Energikonsept datert 15.02.23,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11582463/Energikonsept-datert-15-02-23
4b0538a9-2e21-5b23-a1e5-5b92575b65d2,case_attachment,4601,Forskrift om tilskudd til kulturhistorisk verdifulle kirkebygg - utkast som sendes på høring 21. feb(1254710).pdf,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9933464/Forskrift-om-tilskudd-til-kulturhistorisk-verdifulle-kirkebygg-utkast-som-sendes-pa-horing-21-feb-1254710-pdf
ece3a4f6-5c9f-5cbc-9c18-1137d5185c4c,case_attachment,4601,UMBY Svar til klage på vedtak gnr. 191 bnr. 138 Heiane 103 27.12.2024 ,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11763771/UMBY-Svar-til-klage-pa-vedtak-gnr-191-bnr-138-Heiane-103-27-12-2024-
1505c63a-6b82-509c-9b36-290c2e2cc2e5,case_attachment,4601,Terrengsnitt_datert 24.02.2022,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10495721/Terrengsnitt-datert-24-02-2022
ae883ec7-2888-568b-b53a-ed6128931186,case_history,5501,"0006/25, Helse- og velferdsutvalget, 26.02.2025",https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001996501
56827b96-b5d4-56e8-9fa0-cd7eb7475b30,case_minutes,5501,Vedtak,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001843643
69d60a06-c6cf-5b2f-aeec-3308f09b6ffe,case_attachment,4601,Uttale Fylkesmannen i Hordaland datert 05.11.2018,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11372501/Uttale-Fylkesmannen-i-Hordaland-datert-05-11-2018
b5eba1e7-1f07-544f-bc4e-57b5a30eaf16,case_attachment,4601,Klage med suppleringer datert 24.10.2023 og 15.11.2023,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10369001/Klage-med-suppleringer-datert-24-10-2023-og-15-11-2023
4d463908-53fc-5c85-a307-53a63131d03b,case_attachment,4601,Framstilling-Organisering-av-Koordinerende-enhet-for-habilitering-og-rehabilitering-KE-med-barnekoordinatorer,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10012866/Framstilling-Organisering-av-Koordinerende-enhet-for-habilitering-og-rehabilitering-KE-med-barnekoordinatorer
24f475f3-14b1-52fb-92e6-a656df22ee56,case_presentation,4601,"Saksframlegg RBA - Årstad, gnr. 17, bnr. 157 mfl. Delfeltene S1 og S2 Mindemyren, Reguleringsplan ",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12690393/Framstilling-Saksframlegg-RBA-Arstad-gnr-17-bnr-157-mfl-Delfeltene-S1-og-S2-Mindemyren-Reguleringsplan-
e04e8ae0-6ae0-5512-8f2d-15922b52d597,case_presentation,4601,Gjennomføringsvedtak Gimleveien fornying av va-ledninger  og separering av fellesledning,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9916434/Framstilling-Gjennomforingsvedtak-Gimleveien-fornying-av-va-ledninger-og-separering-av-fellesledning
6950ed43-fd13-549c-9eb3-aa4c3ca27c26,case_minutes,4601,"Saksprotokoll UMBY, 06062024, Sak 211/24, Innbyggerforslag - hundepark i Åsane bydel",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10603573/Innstilling-vedtak-Innbyggerforslag-hundepark-i-Asane-bydel
2c424c2c-d2fb-5314-b3db-b536c781ae1b,case_attachment,4601,"Fotomontasje, perspektiv datert 18.03.2022",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10698905/Fotomontasje-perspektiv-datert-18-03-2022
ef72f814-065a-5cc6-a5c7-47c67b50dc5f,case_attachment,4601,Fana gnr 43 bnr 920 Kjenndalstoppen 26. Klage over avslag på søknad om tilbygg til bolig.PDF,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10095247/Fana-gnr-43-bnr-920-Kjenndalstoppen-26-Klage-over-avslag-pa-soknad-om-tilbygg-til-bolig-PDF
2171b4ff-267d-5764-916a-477db23e9bcd,case_attachment,5501,"Sammendrag av innspill til planprogram for Kommunedelplan for klima, miljø og energi (3)",https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001577417
da47ad34-36d1-5ad7-9db9-1dc210269669,case_attachment,4601,Planbeskrivelse_datert 09.01.2025,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11895157/Planbeskrivelse-datert-09-01-2025
06f03630-836d-58bc-992d-790c1647adc3,case_attachment,4601,"UMBY Sak 44_25 Arkivnr. 2024_83000 Gnr. 159 bnr. 1016 Falsens vei 59, tilleggsopplysninger",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12062377/UMBY-Sak-44-25-Arkivnr-2024-83000-Gnr-159-bnr-1016-Falsens-vei-59-tilleggsopplysninger
8cb35f3d-d995-5668-b750-919210b04aa4,meeting_agenda,5536,Tilleggsinnkalling - Ungdomsrådet - 23.02.2024 (Hoveddokument),https://innsyn.lyngen.kommune.no/wfdocument.aspx?journalpostid=2013046988&dokid=91886&versjon=1&variant=A&ct=RA-PDF
a88c933f-d3aa-58c9-8c9e-07ec837941aa,case_attachment,4601,Diagrammer - støy leiligheter U og 1_ etg datert 29.01.2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11875218/Diagrammer-stoy-leiligheter-U-og-1-etg-datert-29-01-2024
f32e57c4-4cd3-5cf4-a900-a18ba8525cef,case_attachment,4601,"TILLEGGSNOTAT TIL UMBY-SAK 35/25 - Ytrebygda. Gnr. 110 Bnr. 99 mfl., Fleslandsvegen felt I/L2 (arealplan-ID 65930000) - Sluttbehandling av reguleringsplan",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12041836/TILLEGGSNOTAT-TIL-UMBY-SAK-35-25-Ytrebygda-Gnr-110-Bnr-99-mfl-Fleslandsvegen-felt-I-L2-arealplan-ID-65930000-Sluttbehandling-av-reguleringsplan
4770bda2-a12b-5f92-808f-36086b4db62a,case_attachment,4601,Handlingsplan mot vold og overgrep i nære relasjoner,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12651305/Handlingsplan-mot-vold-og-overgrep-i-naere-relasjoner
14cf44fb-1b76-5d94-b1ed-4251c5dd067c,case_attachment,4601,Klage fra Vestland fylkeskommune (INV) datert 11.03.2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10243834/Klage-fra-Vestland-fylkeskommune-INV-datert-11-03-2024
cea953df-56eb-51ac-9f99-0e482fd56af0,case_attachment,4601,"Planbeskrivelse, 09.09.24",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11130903/Planbeskrivelse-09-09-24
ff528fe5-e051-599a-8cf8-e3ae1b846004,case_attachment,4601,Nabomerknader med ansvarlig søkers kommentarer,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10643605/Nabomerknader-med-ansvarlig-sokers-kommentarer
7cb0d5e4-8c06-5ab8-9c7e-4d8169eb3fdc,case_minutes,4601,"Saksprotokoll UMBY, 18012024, Sak 11/24, Ny lokal forskrift om politivedtekt for Bergen kommune",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9739272/Innstilling-vedtak-Ny-lokal-forskrift-om-politivedtekt-for-Bergen-kommune
c945bd2d-67bf-598f-889c-7d00b557de7a,case_history,5501,"0025/24, Mangfolds- og integreringsutvalget, 23.09.2024",https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001841945
0b18cdf2-3050-5f0d-ae4b-0d4da88a69af,case_attachment,4601,"4-8 Idrettslaget Sandviken, Åpent hus Sandviken IL-PAVA",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11636662/4-8-Idrettslaget-Sandviken-Apent-hus-Sandviken-IL-PAVA
ce7350fc-a206-534d-b98f-14946e2cfbec,case_attachment,4601,Oversiktsfoto,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11302881/Oversiktsfoto
c79949c2-1623-5833-b42e-21e4c9142331,case_minutes,5501,Vedtak,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001848740
6cb5f440-5eff-5e5b-abd1-7deaf85f1df3,case_minutes,4601,"Saksprotokoll Bystyret, 04092024, Sak 302/24, Representantforslag fra Katrine Nødtvedt og Christine Henriksen Ødegaard (MDG) om sosial boligbygging i Grønneviken",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11096671/Innstilling-vedtak-Representantforslag-fra-Katrine-Nodtvedt-og-Christine-Henriksen-Odegaard-MDG-om-sosial-boligbygging-i-Gronneviken
a0296d78-2a95-5478-8b59-9cbe162c9f66,case_attachment,4601,Situasjonskart,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11155969/Situasjonskart
596b1e80-c091-5cc0-8234-19b184f22567,meeting_minutes,4601,"Protokoll utvalg for barnehage, skole og idrett 13.02.2024",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9876637/Protokoll-utvalg-for-barnehage-skole-og-idrett-13-02-2024
69fbddc4-fe65-52d1-a687-42154700690a,case_minutes,5501,Vedtak,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2002048318
16648f93-da63-57e8-b280-abbcc7c4242f,case_attachment,4601,"Kommunalt råd for personer med funksjonsnedsettelses innspill til Marineholmen, detaljreguleringsplan. ",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9856857/Kommunalt-rad-for-personer-med-funksjonsnedsettelses-innspill-til-Marineholmen-detaljreguleringsplan-
097958cd-30d4-5d8a-a6a2-66055ae4e23d,case_presentation,4601,"Saksfremlegg RBA, Bergenhus, Damsgårdveien 99-101, opparbeidelse offentlig plass og oppgradering av fellesområder",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12587674/Framstilling-Saksfremlegg-RBA-Bergenhus-Damsgardveien-99-101-opparbeidelse-offentlig-plass-og-oppgradering-av-fellesomrader
b8804957-7655-5b21-866f-1fc0348f5704,case_attachment,4601,Dispensasjon fra byggegrense langs kommunal veg datert 08.07.2023,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9226603/Dispensasjon-fra-byggegrense-langs-kommunal-veg-datert-08-07-2023
7a98c652-0388-5354-a99d-734dec504c1f,case_attachment,4601,Høring – Ny kulturmiljølov,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12471509/Horing-Ny-kulturmiljolov
3177fa80-9e11-5ad3-b410-fd7519a09c1c,case_attachment,4601,Skylddelingsforretning,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11784944/Skylddelingsforretning
ada171c5-6a27-5f9c-af7e-ca6ed483149f,case_attachment,4601,Oversikt investeringsprosjekt og foreslått overført beløp fra 2024 til 2025,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12297995/Oversikt-investeringsprosjekt-og-foreslatt-overfort-belop-fra-2024-til-2025
99a85f28-b0c4-5d76-aa41-0954db9651c3,case_attachment,4601,Oppsummering_av_konsekvenser_for_kulturminner_og_veg_datert_09-10-2019,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10922217/Oppsummering-av-konsekvenser-for-kulturminner-og-veg-datert-09-10-2019
50cbdd62-ea77-544f-9efd-006fc16b2493,case_presentation,4601,Høringsuttalelse - Forslag til forskrift til digitalsikkerhetsloven (digitalsikkerhetsforskriften),https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11214632/Framstilling-Horingsuttalelse-Forslag-til-forskrift-til-digitalsikkerhetsloven-digitalsikkerhetsforskriften-
a80a2921-f7c3-59bd-9bbf-638013c8532a,case_attachment,5501,"Kommunedelplan for kulturmiljø 2023-2032
Presentasjon for KOBY ",https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001660690
de8e995e-5b64-53d9-8f46-ed82426708ab,meeting_agenda,5501,Saksliste - kontrollutvalget 29.08.2024,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001813346
e7da928e-3a2b-5523-a063-e58a12bd4165,case_attachment,5501,Sparebank1 indikativt tilbud driftskreditt,https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2001858564
dccd79a7-5ae6-5c6c-a657-000de8449c88,case_attachment,4601,_ 2025_113494-10 Samordningsfellen. Innspill fra eldrerådet 12468284_7_1,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12590079/-2025-113494-10-Samordningsfellen-Innspill-fra-eldreradet-12468284-7-1
49786150-2470-53ba-84b4-df996d08dd26,case_presentation,4601,Godkjenning av protokoll fra bystyrets møte 17.12.2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11783165/Framstilling-Godkjenning-av-protokoll-fra-bystyrets-mote-17-12-2024
fd29af19-1ce7-5767-b6ae-5d6d5fdd115f,case_attachment,4601,Befaring Hegreneset 3. april 2025,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12409482/Befaring-Hegreneset-3-april-2025
4f91bfc2-8737-52d3-af8e-5fd4566af835,case_attachment,4601,Dispensasjonssøknad,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10551386/Dispensasjonssoknad
f6170b83-5e73-5821-b77c-e07a462ed037,case_attachment,4601,28_Energiutredning datert 11.11.2021,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11375196/28-Energiutredning-datert-11-11-2021
86e49272-787f-56a9-9dc5-5f39e194de7b,case_attachment,4601,Høring av endringer i lov om folkehelsearbeid. Innspill fra kommunalt råd for personer med funksjonsnedsettelse,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11575745/Horing-av-endringer-i-lov-om-folkehelsearbeid-Innspill-fra-kommunalt-rad-for-personer-med-funksjonsnedsettelse
6230b7c3-986c-559c-9dd2-a628e11283be,case_presentation,4601,Handlingsplan for lading - oppstart av planarbeid,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9924468/Framstilling-Handlingsplan-for-lading-oppstart-av-planarbeid
cd905319-734b-582b-a8e4-68e7b6df493b,case_attachment,4601,Ettrinnssøknad,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12656765/Ettrinnssoknad
59d531d5-2e6d-5b4c-9ab9-8d60f484d7a5,case_presentation,4601,Ytrebygda gnr 34 bnr 579. Klage på avslått søknad om bilvaskehall,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/10062741/Framstilling-Ytrebygda-gnr-34-bnr-579-Klage-pa-avslatt-soknad-om-bilvaskehall
4af778ca-6c4d-5b43-a838-f12e0494f9f1,case_attachment,4601,Skråfoto Mindemyren,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12708070/Skrafoto-Mindemyren
3c20e3cd-372f-5d70-bedd-e77645e3ea27,case_attachment,4601,Uttalelse fra Etat for landbruk,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/9860915/Uttalelse-fra-Etat-for-landbruk
36af14b6-d4fe-519c-8b08-f094ea0268d2,case_attachment,4601,Innstilling-vedtak-Representantforslag-fra-Christian-Haugen-FrP-Kjersti-Pettersen-H-Anne-Brit-Reigstad-Sp-Frode-Hellebo-BL-Elin-Brandt-Adlandsvik-INP-Tom-Ove-Koteng-Monsen-PP,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11712803/Innstilling-vedtak-Representantforslag-fra-Christian-Haugen-FrP-Kjersti-Pettersen-H-Anne-Brit-Reigstad-Sp-Frode-Hellebo-BL-Elin-Brandt-Adlandsvik-INP-Tom-Ove-Koteng-Monsen-PP
bbbebed7-03c3-5fc9-bafb-166d1cc29e88,case_history,5501,"0016/25, Likestillingsutvalget, 30.04.2025",https://innsyn.tromso.kommune.no/application/getMoteDokument?dokid=2002071532
9b8e901a-ec31-5842-9bb5-e8bff658d0e3,case_presentation,4601,Høringssaker til forretningsutvalget 29.10.2024,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11353559/Framstilling-Horingssaker-til-forretningsutvalget-29-10-2024
63739086-a4a1-562e-8fbb-61a3a1ab07c9,case_attachment,4601,"Høringssvar til Vestland fylkeskommunes Temaplan for bevaring av privatarkiv i Vestland 2025
",https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/12438789/Horingssvar-til-Vestland-fylkeskommunes-Temaplan-for-bevaring-av-privatarkiv-i-Vestland-2025-
6879d36b-264a-551e-9676-fb286716d84f,case_attachment,4601,Oversiktsfoto som supplement til oversiktskart,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/8034204/Oversiktsfoto-som-supplement-til-oversiktskart
3d7dc532-358e-5f45-9203-509d391eda01,case_attachment,4601,Gjeldende Etisk standard for Bergen kommune,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11771402/Gjeldende-Etisk-standard-for-Bergen-kommune
a3eeab32-8ec2-5ff6-88dd-ad462ee0cbdb,case_attachment,4601,Brukkeråd,https://bergen.kommune.no/politikere-utvalg/api/fil/bk360/11717104/Brukkerad
